,participant,condition,expName,group,age,sex,hand,education_level,block,language,BMRQ_score,music_exp,n_lang,n_lang_used,ability_learn_l2,tendence_mix_lan,partiture,music_use,meanRTs,syllable,info_index
505,s81,R,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,2,L2,78.0,no,2.0,2.0,0.0,3.0,no,no,0.096733088235606,A,2
506,s82,R,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,3,L3,68.0,no,3.0,2.0,3.0,5.0,no,no,0.1328492063491309,A,2
507,s82,R,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,3,L3,68.0,no,3.0,2.0,3.0,5.0,no,no,0.2797111111111237,C,2
508,s83,R,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,4,L3,67.0,no,2.0,2.0,5.0,5.0,no,no,-0.018468421086207498,A,2
509,s83,R,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,4,L3,67.0,no,2.0,2.0,5.0,5.0,no,no,0.08280032892139289,C,2
510,s84,R,Unsyncopated_study2,A,28.0,feminino,right,Master degree,2,L3,65.0,no,3.0,2.0,5.0,5.0,no,no,-0.08953650791492429,C,2
511,s84,R,Unsyncopated_study2,A,28.0,feminino,right,Master degree,2,L3,65.0,no,3.0,2.0,5.0,5.0,no,no,-0.06327222223812812,A,2
512,s85,R,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,1,L3,66.0,no,4.0,3.0,5.0,3.0,no,no,-0.09132222221298425,A,2
513,s85,R,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,1,L3,66.0,no,4.0,3.0,5.0,3.0,no,no,0.12731111110447246,C,2
514,s86,R,Unsyncopated_study2,A,25.0,masculino,right,Master degree,3,L3,78.0,yes,3.0,3.0,3.0,3.0,yes,yes,-0.14672777777737478,A,2
515,s86,R,Unsyncopated_study2,A,25.0,masculino,right,Master degree,3,L3,78.0,yes,3.0,3.0,3.0,3.0,yes,yes,0.0265499999999374,C,2
516,s87,R,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,4,L3,55.0,no,3.0,3.0,4.0,3.0,no,no,0.04601176470736923,C,2
517,s87,R,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,4,L3,55.0,no,3.0,3.0,4.0,3.0,no,no,0.12572843138073297,A,2
518,s88,R,Unsyncopated_study2,A,23.0,feminino,right,Master degree,2,L3,67.0,no,5.0,4.0,5.0,5.0,no,no,0.09666307692299358,C,2
519,s88,R,Unsyncopated_study2,A,23.0,feminino,right,Master degree,2,L3,67.0,no,5.0,4.0,5.0,5.0,no,no,0.1320784615382642,A,2
520,s89,R,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,3,L3,74.0,no,3.0,3.0,4.0,1.0,no,no,0.04132272726844666,A,2
521,s89,R,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,3,L3,74.0,no,3.0,3.0,4.0,1.0,no,no,0.058011538459700085,C,2
522,s9,R,Unsyncopated1,A,31.0,feminino,right,Bachelor degree,1,L2,65.0,yes,3.0,2.0,5.0,4.0,yes,no,-0.012639607843443978,A,2
523,s9,R,Unsyncopated1,A,31.0,feminino,right,Bachelor degree,1,L2,65.0,yes,3.0,2.0,5.0,4.0,yes,no,0.020139366515205648,C,2
524,s90,R,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,4,L3,60.0,yes,2.0,2.0,1.0,1.0,no,no,0.029908333333347192,A,2
525,s90,R,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,4,L3,60.0,yes,2.0,2.0,1.0,1.0,no,no,0.1031799999999079,C,2
526,s91,R,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,1,L3,55.0,yes,4.0,2.0,4.0,3.0,yes,no,0.10796571429798552,A,2
527,s91,R,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,1,L3,55.0,yes,4.0,2.0,4.0,3.0,yes,no,0.21071428574836726,C,2
528,s92,R,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,2,L3,49.0,no,3.0,2.0,4.0,2.0,no,no,-0.005966028690939651,A,2
529,s92,R,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,2,L3,49.0,no,3.0,2.0,4.0,2.0,no,no,0.09172828948579914,C,2
530,s93,R,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,1,L3,66.0,yes,4.0,2.0,4.0,1.0,yes,no,-0.043878431371673354,A,2
531,s93,R,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,1,L3,66.0,yes,4.0,2.0,4.0,1.0,yes,no,0.0819015686280758,C,2
532,s94,R,Unsyncopated_study2,A,28.0,feminino,right,Master degree,3,L3,80.0,no,3.0,2.0,5.0,2.0,no,no,-0.07307416665625366,A,2
533,s94,R,Unsyncopated_study2,A,28.0,feminino,right,Master degree,3,L3,80.0,no,3.0,2.0,5.0,2.0,no,no,0.053088333333974336,C,2
534,s96,R,Unsyncopated_study2,A,27.0,masculino,right,Master degree,2,L3,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,-0.050098181815442455,A,2
535,s96,R,Unsyncopated_study2,A,27.0,masculino,right,Master degree,2,L3,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,-0.01799428570724826,C,2
536, s154,RB-,Experiment4_uns,A,25.0,masculino,right,Bachelor degree,1,L3,68.0,no,2.0,2.0,3.0,4.0,yes,no,0.02660579710146077,A,3
537, s154,RB-,Experiment4_uns,A,25.0,masculino,right,Bachelor degree,1,L3,68.0,no,2.0,2.0,3.0,4.0,yes,no,0.04647246376809977,C,3
538,102,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,3,L1,58.0,no,2.0,2.0,3.0,4.0,no,no,0.06427941176459184,A,3
539,102,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,3,L1,58.0,no,2.0,2.0,3.0,4.0,no,no,0.10046274509807451,C,3
540,157,RB-,Experiment4_uns,A,24.0,feminino,right,Master degree,3,L3,72.0,yes,3.0,2.0,3.0,4.0,yes,yes,-0.1297480769363928,A,3
541,157,RB-,Experiment4_uns,A,24.0,feminino,right,Master degree,3,L3,72.0,yes,3.0,2.0,3.0,4.0,yes,yes,0.005239285703241392,C,3
542,S133,RB-,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,3,L2,72.0,yes,3.0,2.0,3.0,5.0,yes,yes,-0.04848095236507288,A,3
543,S133,RB-,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,3,L2,72.0,yes,3.0,2.0,3.0,5.0,yes,yes,0.05015238094058283,C,3
544,s10,RB-,Unsyncopated1,A,26.0,masculino,right,Bachelor degree,3,L4,75.0,yes,4.0,2.0,4.0,3.0,no,no,-0.05498525641060259,C,3
545,s10,RB-,Unsyncopated1,A,26.0,masculino,right,Bachelor degree,3,L4,75.0,yes,4.0,2.0,4.0,3.0,no,no,0.09621641025661887,A,3
546,s100,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,53.0,no,2.0,2.0,3.0,2.0,no,no,0.12277032968251878,C,3
547,s100,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,53.0,no,2.0,2.0,3.0,2.0,no,no,0.14186318684742016,A,3
548,s101,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,61.0,yes,2.0,2.0,2.0,2.0,yes,no,-0.045839999969745304,C,3
549,s101,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,61.0,yes,2.0,2.0,2.0,2.0,yes,no,0.12889000001956197,A,3
550,s103,RB-,Unsyncopated_study2,B,24.0,feminino,right,Master degree,4,L1,60.0,no,4.0,2.0,5.0,5.0,no,no,-0.09166666666671708,C,3
551,s103,RB-,Unsyncopated_study2,B,24.0,feminino,right,Master degree,4,L1,60.0,no,4.0,2.0,5.0,5.0,no,no,-0.049083333333381884,A,3
552,s104,RB-,Unsyncopated_study2,B,23.0,masculino,right,Master degree,1,L1,72.0,no,4.0,2.0,4.0,4.0,no,no,-0.11251444447835035,A,3
553,s104,RB-,Unsyncopated_study2,B,23.0,masculino,right,Master degree,1,L1,72.0,no,4.0,2.0,4.0,4.0,no,no,-0.09420808080473564,C,3
554,s105,RB-,Unsyncopated_study2,B,33.0,feminino,right,Bachelor degree,3,L1,55.0,yes,3.0,2.0,5.0,4.0,no,no,0.0057980769230892015,C,3
555,s105,RB-,Unsyncopated_study2,B,33.0,feminino,right,Bachelor degree,3,L1,55.0,yes,3.0,2.0,5.0,4.0,no,no,0.01360227272726744,A,3
556,s106,RB-,Unsyncopated_study2,B,18.0,feminino,right,Upper secondary,3,L1,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.04926298700134091,A,3
557,s106,RB-,Unsyncopated_study2,B,18.0,feminino,right,Upper secondary,3,L1,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.07909571427111839,C,3
558,s107,RB-,Unsyncopated_study2,B,23.0,feminino,right,Bachelor degree,3,L1,45.0,yes,4.0,2.0,3.0,4.0,yes,no,-0.01486904761905028,A,3
559,s107,RB-,Unsyncopated_study2,B,23.0,feminino,right,Bachelor degree,3,L1,45.0,yes,4.0,2.0,3.0,4.0,yes,no,0.07278571428579539,C,3
560,s108,RB-,Unsyncopated_study2,B,26.0,masculino,right,Master degree,1,L1,58.0,yes,3.0,3.0,5.0,4.0,no,yes,-0.04402730768946361,A,3
561,s108,RB-,Unsyncopated_study2,B,26.0,masculino,right,Master degree,1,L1,58.0,yes,3.0,3.0,5.0,4.0,no,yes,-0.02342730768739898,C,3
562,s109,RB-,Unsyncopated_study2,B,21.0,masculino,right,Bachelor degree,3,L1,17.0,yes,4.0,3.0,4.0,1.0,no,no,-0.007950717704716559,C,3
563,s109,RB-,Unsyncopated_study2,B,21.0,masculino,right,Bachelor degree,3,L1,17.0,yes,4.0,3.0,4.0,1.0,no,no,0.05895723687986587,A,3
564,s11,RB-,Unsyncopated1,A,25.0,feminino,right,Bachelor degree,4,L4,45.0,yes,3.0,3.0,3.0,3.0,yes,no,0.02322521008394185,C,3
565,s11,RB-,Unsyncopated1,A,25.0,feminino,right,Bachelor degree,4,L4,45.0,yes,3.0,3.0,3.0,3.0,yes,no,0.059702352941079284,A,3
566,s110,RB-,Unsyncopated_study2,B,25.0,feminino,right,Bachelor degree,4,L1,68.0,no,2.0,1.0,4.0,3.0,yes,no,-0.09776161616175583,C,3
567,s110,RB-,Unsyncopated_study2,B,25.0,feminino,right,Bachelor degree,4,L1,68.0,no,2.0,1.0,4.0,3.0,yes,no,0.06572727272748125,A,3
568,s112,RB-,Unsyncopated_study2,A,22.0,feminino,right,Bachelor degree,1,L1,49.0,yes,4.0,2.0,5.0,3.0,yes,no,-0.05595000000003325,A,3
569,s112,RB-,Unsyncopated_study2,A,22.0,feminino,right,Bachelor degree,1,L1,49.0,yes,4.0,2.0,5.0,3.0,yes,no,0.036700000000090216,C,3
570,s113,RB-,Unsyncopated_study2,A,29.0,feminino,right,Bachelor degree,2,L1,62.0,yes,2.0,2.0,4.0,1.0,yes,no,0.036736250008304716,A,3
571,s113,RB-,Unsyncopated_study2,A,29.0,feminino,right,Bachelor degree,2,L1,62.0,yes,2.0,2.0,4.0,1.0,yes,no,0.08989375000447763,C,3
572,s114,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,2,L1,75.0,yes,3.0,3.0,4.0,3.0,no,no,0.009992142856811714,C,3
573,s114,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,2,L1,75.0,yes,3.0,3.0,4.0,3.0,no,no,0.1586416666669792,A,3
574,s115,RB-,Unsyncopated_study2,B,19.0,feminino,right,Upper secondary,2,L1,58.0,yes,3.0,1.0,3.0,2.0,no,no,-0.008811740890364406,A,3
575,s115,RB-,Unsyncopated_study2,B,19.0,feminino,right,Upper secondary,2,L1,58.0,yes,3.0,1.0,3.0,2.0,no,no,0.014417105263645924,C,3
576,s116,RB-,Unsyncopated_study2,B,21.0,feminino,right,Upper secondary,1,L1,62.0,yes,5.0,2.0,4.0,4.0,yes,yes,0.005100793671961701,A,3
577,s116,RB-,Unsyncopated_study2,B,21.0,feminino,right,Upper secondary,1,L1,62.0,yes,5.0,2.0,4.0,4.0,yes,yes,0.04862888891565542,C,3
578,s117,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,71.0,yes,3.0,3.0,4.0,5.0,no,no,-0.02413632479888972,A,3
579,s117,RB-,Unsyncopated_study2,B,23.0,feminino,right,Master degree,4,L1,71.0,yes,3.0,3.0,4.0,5.0,no,no,0.03095873012622563,C,3
580,s118,RB-,Unsyncopated_study3,A,23.0,feminino,right,Bachelor degree,2,L2,61.0,no,3.0,2.0,4.0,4.0,yes,no,-0.059939999993157356,A,3
581,s118,RB-,Unsyncopated_study3,A,23.0,feminino,right,Bachelor degree,2,L2,61.0,no,3.0,2.0,4.0,4.0,yes,no,0.12292500001792295,C,3
582,s119,RB-,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,1,L2,60.0,yes,2.0,2.0,3.0,2.0,no,no,-0.06589761904938352,A,3
583,s119,RB-,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,1,L2,60.0,yes,2.0,2.0,3.0,2.0,no,no,-0.017833333319212552,C,3
584,s120,RB-,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,1,L2,68.0,yes,3.0,2.0,5.0,3.0,no,yes,-0.0746990909160582,C,3
585,s120,RB-,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,1,L2,68.0,yes,3.0,2.0,5.0,3.0,no,yes,0.08913706288481338,A,3
586,s121,RB-,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,2,L2,67.0,no,3.0,2.0,3.0,4.0,no,no,-0.10704533333327626,A,3
587,s121,RB-,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,2,L2,67.0,no,3.0,2.0,3.0,4.0,no,no,-0.013970749999849152,C,3
588,s122,RB-,Unsyncopated_study3,A,19.0,feminino,right,Upper secondary,3,L2,80.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.08450564102778035,A,3
589,s122,RB-,Unsyncopated_study3,A,19.0,feminino,right,Upper secondary,3,L2,80.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.06899230769244835,C,3
590,s123,RB-,Unsyncopated_study3,A,24.0,masculino,right,Upper secondary,2,L2,66.0,yes,4.0,2.0,5.0,3.0,yes,no,-0.06396028571435308,A,3
591,s123,RB-,Unsyncopated_study3,A,24.0,masculino,right,Upper secondary,2,L2,66.0,yes,4.0,2.0,5.0,3.0,yes,no,0.0014439999999334985,C,3
592,s124,RB-,Unsyncopated_study3,A,20.0,feminino,right,Upper secondary,2,L2,68.0,yes,3.0,2.0,3.0,3.0,yes,no,-0.26185384614644824,A,3
593,s124,RB-,Unsyncopated_study3,A,20.0,feminino,right,Upper secondary,2,L2,68.0,yes,3.0,2.0,3.0,3.0,yes,no,-0.059053846178240166,C,3
594,s125,RB-,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,3,L2,69.0,yes,3.0,2.0,1.0,6.0,yes,no,0.05068181818179551,A,3
595,s125,RB-,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,3,L2,69.0,yes,3.0,2.0,1.0,6.0,yes,no,0.05649999999999933,C,3
596,s126,RB-,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,2,L2,77.0,yes,4.0,3.0,4.0,5.0,yes,no,-0.1318248447173973,A,3
597,s126,RB-,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,2,L2,77.0,yes,4.0,3.0,4.0,5.0,yes,no,-0.09753913042887208,C,3
598,s128,RB-,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,3,L2,57.0,yes,3.0,2.0,2.0,2.0,yes,no,-0.08193850932430258,C,3
599,s128,RB-,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,3,L2,57.0,yes,3.0,2.0,2.0,2.0,yes,no,-0.05188136645350949,A,3
600,s129,RB-,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,2,L2,71.0,yes,4.0,3.0,4.0,3.0,yes,no,-0.02051541501742382,C,3
601,s129,RB-,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,2,L2,71.0,yes,4.0,3.0,4.0,3.0,yes,no,-0.01876086956489409,A,3
602,s13,RB-,Unsyncopated1,A,26.0,masculino,right,Master degree,3,L4,46.0,yes,3.0,3.0,2.0,2.0,no,no,-0.028211666695232007,A,3
603,s13,RB-,Unsyncopated1,A,26.0,masculino,right,Master degree,3,L4,46.0,yes,3.0,3.0,2.0,2.0,no,no,0.04567230766137065,C,3
604,s130,RB-,Unsyncopated_study3,A,19.0,feminino,right,Bachelor degree,3,L2,70.0,yes,5.0,3.0,3.0,5.0,no,no,-0.04848819876277133,A,3
605,s130,RB-,Unsyncopated_study3,A,19.0,feminino,right,Bachelor degree,3,L2,70.0,yes,5.0,3.0,3.0,5.0,no,no,-0.016750836110021483,C,3
606,s131,RB-,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,3,L2,59.0,yes,4.0,3.0,5.0,6.0,yes,no,-0.11027717391304337,C,3
607,s131,RB-,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,3,L2,59.0,yes,4.0,3.0,5.0,6.0,yes,no,-0.07011217391304336,A,3
608,s134,RB-,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,4,L2,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,-0.06429714287171684,A,3
609,s134,RB-,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,4,L2,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,0.059159999996677426,C,3
610,s135,RB-,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,1,L2,68.0,yes,5.0,4.0,5.0,4.0,yes,no,-0.028095238095270814,A,3
611,s135,RB-,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,1,L2,68.0,yes,5.0,4.0,5.0,4.0,yes,no,0.07861904761904859,C,3
612,s136,RB-,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,2,L2,68.0,no,3.0,2.0,3.0,3.0,no,no,-0.07190064104013871,A,3
613,s136,RB-,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,2,L2,68.0,no,3.0,2.0,3.0,3.0,no,no,0.019237820503784975,C,3
614,s137,RB-,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,1,L2,61.0,no,3.0,4.0,4.0,4.0,no,no,-0.1172380090741284,A,3
615,s137,RB-,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,1,L2,61.0,no,3.0,4.0,4.0,4.0,no,no,-0.010116470625806895,C,3
616,s138,RB-,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,1,L2,74.0,yes,3.0,3.0,4.0,3.0,yes,no,-0.016800000009773997,A,3
617,s138,RB-,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,1,L2,74.0,yes,3.0,3.0,4.0,3.0,yes,no,-0.014511111135290578,C,3
618,s139,RB-,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,1,L2,71.0,yes,3.0,2.0,3.0,6.0,yes,no,0.04390511366587746,C,3
619,s139,RB-,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,1,L2,71.0,yes,3.0,2.0,3.0,6.0,yes,no,0.055122727264046545,A,3
620,s14,RB-,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,4,L4,43.0,no,2.0,1.0,2.0,3.0,no,no,-0.05129166665668372,C,3
621,s14,RB-,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,4,L4,43.0,no,2.0,1.0,2.0,3.0,no,no,0.09233333334332794,A,3
622,s140,RB-,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,1,L2,77.0,yes,3.0,2.0,4.0,4.0,yes,no,-0.021690972122855312,A,3
623,s140,RB-,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,1,L2,77.0,yes,3.0,2.0,4.0,4.0,yes,no,0.11384111117786921,C,3
624,s141,RB-,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,1,L2,51.0,yes,6.0,2.0,5.0,1.0,yes,no,0.011602499998496385,A,3
625,s141,RB-,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,1,L2,51.0,yes,6.0,2.0,5.0,1.0,yes,no,0.09397291666826707,C,3
626,s142,RB-,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L2,73.0,no,3.0,2.0,4.0,4.0,no,no,0.037125000001025255,A,3
627,s142,RB-,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L2,73.0,no,3.0,2.0,4.0,4.0,no,no,0.08107500000149237,C,3
628,s143,RB-,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,2,L2,60.0,no,3.0,3.0,5.0,4.0,no,no,-0.11526242235351103,A,3
629,s143,RB-,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,2,L2,60.0,no,3.0,3.0,5.0,4.0,no,no,0.010022742448158706,C,3
630,s144,RB-,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,2,L2,62.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.08238888890041252,A,3
631,s144,RB-,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,2,L2,62.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.002488034189535915,C,3
632,s145,RB-,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,2,L2,49.0,yes,3.0,2.0,4.0,2.0,no,no,-0.05213214285169432,A,3
633,s145,RB-,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,2,L2,49.0,yes,3.0,2.0,4.0,2.0,no,no,0.0601678571229573,C,3
634,s147,RB-,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,2,L2,77.0,no,4.0,2.0,4.0,3.0,yes,no,-0.06277222222589829,C,3
635,s147,RB-,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,2,L2,77.0,no,4.0,2.0,4.0,3.0,yes,no,0.05114444444367061,A,3
636,s148,RB-,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,3,L2,54.0,yes,3.0,2.0,3.0,3.0,no,no,-0.14862937062974302,A,3
637,s148,RB-,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,3,L2,54.0,yes,3.0,2.0,3.0,3.0,no,no,-0.0686020978905072,C,3
638,s149,RB-,Unsyncopated_study3,B,36.0,masculino,left,Secondary,1,L2,54.0,yes,3.0,3.0,4.0,2.0,yes,no,0.016724264705947678,C,3
639,s149,RB-,Unsyncopated_study3,B,36.0,masculino,left,Secondary,1,L2,54.0,yes,3.0,3.0,4.0,2.0,yes,no,0.11241176470493242,A,3
640,s15,RB-,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,3,L4,64.0,yes,3.0,2.0,4.0,4.0,yes,no,0.046083400934721186,C,3
641,s15,RB-,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,3,L4,64.0,yes,3.0,2.0,4.0,4.0,yes,no,0.06443724682464846,A,3
642,s150,RB-,Unsyncopated_study3,A,29.0,masculino,right,Master degree,1,L2,61.0,no,2.0,2.0,4.0,1.0,no,no,-0.0711249999933593,A,3
643,s150,RB-,Unsyncopated_study3,A,29.0,masculino,right,Master degree,1,L2,61.0,no,2.0,2.0,4.0,1.0,no,no,-0.02635000003708088,C,3
644,s151,RB-,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,1,L2,72.0,no,3.0,2.0,3.0,0.0,no,no,-0.01844230769228755,A,3
645,s151,RB-,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,1,L2,72.0,no,3.0,2.0,3.0,0.0,no,no,0.056120192307700933,C,3
646,s152,RB-,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,2,L3,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.009524999994788175,A,3
647,s152,RB-,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,2,L3,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.05993749999629805,C,3
648,s155,RB-,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,2,L3,48.0,no,3.0,1.0,1.0,3.0,no,no,-0.05676194333783546,A,3
649,s155,RB-,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,2,L3,48.0,no,3.0,1.0,1.0,3.0,no,no,0.014791353375208094,C,3
650,s156,RB-,Experiment4_uns,A,22.0,feminino,left,Master degree,2,L3,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,-0.20432571439294578,A,3
651,s156,RB-,Experiment4_uns,A,22.0,feminino,left,Master degree,2,L3,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,-0.06619904765629092,C,3
652,s16,RB-,Unsyncopated1,B,23.0,masculino,right,Upper secondary,2,L4,62.0,no,3.0,2.0,4.0,3.0,no,no,-0.03286403509768965,C,3
653,s16,RB-,Unsyncopated1,B,23.0,masculino,right,Upper secondary,2,L4,62.0,no,3.0,2.0,4.0,3.0,no,no,0.0538726315718151,A,3
654,s160,RB-,Experiment4_uns,A,23.0,feminino,right,Upper secondary,4,L3,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,-0.09557181818252924,A,3
655,s160,RB-,Experiment4_uns,A,23.0,feminino,right,Upper secondary,4,L3,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,0.05652532467628657,C,3
656,s162,RB-,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,1,L3,61.0,yes,3.0,2.0,4.0,3.0,yes,no,-0.025070108698922344,A,3
657,s162,RB-,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,1,L3,61.0,yes,3.0,2.0,4.0,3.0,yes,no,0.10694239130311822,C,3
658,s163,RB-,Experiment4_uns,A,23.0,feminino,right,Other,3,L3,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.10351999990689442,A,3
659,s163,RB-,Experiment4_uns,A,23.0,feminino,right,Other,3,L3,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.13719999995771748,C,3
660,s164,RB-,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,2,L3,69.0,yes,3.0,3.0,4.0,4.0,no,no,-0.19940352940722994,A,3
661,s164,RB-,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,2,L3,69.0,yes,3.0,3.0,4.0,4.0,no,no,-0.03293262031915445,C,3
662,s165,RB-,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,2,L3,62.0,yes,3.0,3.0,4.0,5.0,yes,no,0.052037301582013806,A,3
663,s165,RB-,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,2,L3,62.0,yes,3.0,3.0,4.0,5.0,yes,no,0.06656319450178894,C,3
664,s166,RB-,Experiment4_uns,A,26.0,feminino,right,Doctorate,1,L3,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.039218749992546154,A,3
665,s166,RB-,Experiment4_uns,A,26.0,feminino,right,Doctorate,1,L3,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.048662499998301634,C,3
666,s167,RB-,Experiment4_uns,B,19.0,feminino,right,Upper secondary,2,L3,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.07895249999967185,C,3
667,s167,RB-,Experiment4_uns,B,19.0,feminino,right,Upper secondary,2,L3,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.10699107140734904,A,3
668,s168,RB-,Experiment4_uns,B,30.0,masculino,right,Other,4,L3,65.0,no,2.0,1.0,4.0,2.0,no,no,0.021123333337071393,C,3
669,s168,RB-,Experiment4_uns,B,30.0,masculino,right,Other,4,L3,65.0,no,2.0,1.0,4.0,2.0,no,no,0.06376833332984866,A,3
670,s169,RB-,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,4,L3,72.0,yes,4.0,2.0,4.0,5.0,yes,no,0.009520168079615421,C,3
