,participant,condition,expName,group,age,sex,hand,education_level,block,language,BMRQ_score,music_exp,n_lang,n_lang_used,ability_learn_l2,tendence_mix_lan,partiture,music_use,meanRTs,syllable,info_index
1004,s27,RB+,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,2,L1,82.0,yes,3.0,2.0,3.0,2.0,no,no,0.11886818181454456,C,4
1005,s27,RB+,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,2,L1,82.0,yes,3.0,2.0,3.0,2.0,no,no,0.13506193181979292,A,4
1006,s28,RB+,Unsyncopated1,B,33.0,masculino,right,Doctorate,2,L1,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,0.057132499999792086,C,4
1007,s28,RB+,Unsyncopated1,B,33.0,masculino,right,Doctorate,2,L1,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,0.08113916667200927,A,4
1008,s3,RB+,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,1,L1,80.0,yes,3.0,2.0,1.0,2.0,no,no,0.2639090195856682,A,4
1009,s3,RB+,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,1,L1,80.0,yes,3.0,2.0,1.0,2.0,no,no,0.2759356862825342,C,4
1010,s30,RB+,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,1,L1,67.0,yes,3.0,2.0,3.0,2.0,no,no,0.05708692308756058,C,4
1011,s30,RB+,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,1,L1,67.0,yes,3.0,2.0,3.0,2.0,no,no,0.07958692308759041,A,4
1012,s5,RB+,Unsyncopated1,A,36.0,masculino,both,Master degree,3,L1,71.0,yes,4.0,3.0,5.0,2.0,no,no,0.038847142857551864,A,4
1013,s5,RB+,Unsyncopated1,A,36.0,masculino,both,Master degree,3,L1,71.0,yes,4.0,3.0,5.0,2.0,no,no,0.09519285714276854,C,4
1014,s6,RB+,Unsyncopated1,A,26.0,feminino,right,Master degree,1,L1,56.0,yes,3.0,3.0,3.0,4.0,yes,no,0.14455432692269982,A,4
1015,s6,RB+,Unsyncopated1,A,26.0,feminino,right,Master degree,1,L1,56.0,yes,3.0,3.0,3.0,4.0,yes,no,0.19162307692280067,C,4
1016,s7,RB+,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,4,L1,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,0.07511727272697444,A,4
1017,s7,RB+,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,4,L1,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,0.10941188811184982,C,4
1018,s72,RB+,Unsyncopated1,A,18.0,feminino,right,Upper secondary,2,L1,68.0,no,3.0,2.0,4.0,2.0,no,no,0.09394343891649504,A,4
1019,s72,RB+,Unsyncopated1,A,18.0,feminino,right,Upper secondary,2,L1,68.0,no,3.0,2.0,4.0,2.0,no,no,0.09858382352937456,C,4
1020,s73,RB+,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,2,L1,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,0.18910378787921245,C,4
1021,s73,RB+,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,2,L1,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,0.24868295454486777,A,4
1022,s74,RB+,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,3,L1,49.0,no,5.0,3.0,4.0,2.0,yes,no,0.08382361111961922,A,4
1023,s74,RB+,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,3,L1,49.0,no,5.0,3.0,4.0,2.0,yes,no,0.14673034191181844,C,4
1024,s75,RB+,Unsyncopated1,A,23.0,masculino,right,Upper secondary,3,L1,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.029701960789112913,C,4
1025,s75,RB+,Unsyncopated1,A,23.0,masculino,right,Upper secondary,3,L1,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.03716606335001538,A,4
1026,s76,RB+,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,2,L1,64.0,no,6.0,3.0,5.0,4.0,yes,no,0.0480966666698347,A,4
1027,s76,RB+,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,2,L1,64.0,no,6.0,3.0,5.0,4.0,yes,no,0.07034999988873503,C,4
1028,s77,RB+,Unsyncopated1,B,22.0,feminino,right,Upper secondary,3,L1,73.0,yes,2.0,3.0,3.0,2.0,no,no,-0.0008586538460780835,C,4
1029,s77,RB+,Unsyncopated1,B,22.0,feminino,right,Upper secondary,3,L1,73.0,yes,2.0,3.0,3.0,2.0,no,no,0.002887500000154586,A,4
1030,s78,RB+,Unsyncopated1,B,22.0,masculino,left,Upper secondary,2,L1,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.05145904761415743,A,4
1031,s78,RB+,Unsyncopated1,B,22.0,masculino,left,Upper secondary,2,L1,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.09715904761608984,C,4
1032,s79,RB+,Unsyncopated1,B,21.0,masculino,right,Upper secondary,2,L1,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,0.11724095238820831,C,4
1033,s79,RB+,Unsyncopated1,B,21.0,masculino,right,Upper secondary,2,L1,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,0.12004285714456553,A,4
1034,s8,RB+,Unsyncopated1,A,18.0,masculino,left,Upper secondary,1,L1,47.0,yes,4.0,3.0,3.0,2.0,yes,no,0.06842344323136063,A,4
1035,s8,RB+,Unsyncopated1,A,18.0,masculino,left,Upper secondary,1,L1,47.0,yes,4.0,3.0,3.0,2.0,yes,no,0.08872857145237034,C,4
1036,s80,RB+,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,2,L1,57.0,yes,4.0,2.0,3.0,5.0,yes,no,-0.12809333333549022,C,4
1037,s80,RB+,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,2,L1,57.0,yes,4.0,2.0,3.0,5.0,yes,no,-0.006813571428971543,A,4
1038,s81,RB+,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,1,L1,78.0,no,2.0,2.0,0.0,3.0,no,no,0.13391785714300508,C,4
1039,s81,RB+,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,1,L1,78.0,no,2.0,2.0,0.0,3.0,no,no,0.17460576923085758,A,4
1040,s82,RB+,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,2,L2,68.0,no,3.0,2.0,3.0,5.0,no,no,0.06776691729322881,C,4
1041,s82,RB+,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,2,L2,68.0,no,3.0,2.0,3.0,5.0,no,no,0.0889859649122634,A,4
1042,s83,RB+,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,1,L2,67.0,no,2.0,2.0,5.0,5.0,no,no,-0.04691333337625292,A,4
1043,s83,RB+,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,1,L2,67.0,no,2.0,2.0,5.0,5.0,no,no,-0.037426666696868116,C,4
1044,s84,RB+,Unsyncopated_study2,A,28.0,feminino,right,Master degree,3,L2,65.0,no,3.0,2.0,5.0,5.0,no,no,-0.10640931177905089,C,4
1045,s84,RB+,Unsyncopated_study2,A,28.0,feminino,right,Master degree,3,L2,65.0,no,3.0,2.0,5.0,5.0,no,no,-0.07787649119613527,A,4
1046,s85,RB+,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,2,L2,66.0,no,4.0,3.0,5.0,3.0,no,no,-0.07753212671342224,A,4
1047,s85,RB+,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,2,L2,66.0,no,4.0,3.0,5.0,3.0,no,no,-0.046478921584327315,C,4
1048,s86,RB+,Unsyncopated_study2,A,25.0,masculino,right,Master degree,4,L2,78.0,yes,3.0,3.0,3.0,3.0,yes,yes,-0.09838157894739674,C,4
1049,s86,RB+,Unsyncopated_study2,A,25.0,masculino,right,Master degree,4,L2,78.0,yes,3.0,3.0,3.0,3.0,yes,yes,-0.05538157894603424,A,4
1050,s87,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,1,L2,55.0,no,3.0,3.0,4.0,3.0,no,no,-0.1454119047586614,A,4
1051,s87,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,1,L2,55.0,no,3.0,3.0,4.0,3.0,no,no,0.04523333333134305,C,4
1052,s88,RB+,Unsyncopated_study2,A,23.0,feminino,right,Master degree,4,L2,67.0,no,5.0,4.0,5.0,5.0,no,no,-0.017653333333441323,C,4
1053,s88,RB+,Unsyncopated_study2,A,23.0,feminino,right,Master degree,4,L2,67.0,no,5.0,4.0,5.0,5.0,no,no,0.027703333333264246,A,4
1054,s89,RB+,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,1,L2,74.0,no,3.0,3.0,4.0,1.0,no,no,-0.1949642857091083,C,4
1055,s89,RB+,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,1,L2,74.0,no,3.0,3.0,4.0,1.0,no,no,-0.07213000000452163,A,4
1056,s9,RB+,Unsyncopated1,A,31.0,feminino,right,Bachelor degree,3,L1,65.0,yes,3.0,2.0,5.0,4.0,yes,no,-0.02293571428579544,A,4
1057,s9,RB+,Unsyncopated1,A,31.0,feminino,right,Bachelor degree,3,L1,65.0,yes,3.0,2.0,5.0,4.0,yes,no,0.06354571428556355,C,4
1058,s90,RB+,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,2,L2,60.0,yes,2.0,2.0,1.0,1.0,no,no,0.005539473684335772,A,4
1059,s90,RB+,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,2,L2,60.0,yes,2.0,2.0,1.0,1.0,no,no,0.02563947368439984,C,4
1060,s91,RB+,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,2,L2,55.0,yes,4.0,2.0,4.0,3.0,yes,no,-0.03258681320804779,C,4
1061,s91,RB+,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,2,L2,55.0,yes,4.0,2.0,4.0,3.0,yes,no,0.027347321415684078,A,4
1062,s92,RB+,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,4,L2,49.0,no,3.0,2.0,4.0,2.0,no,no,0.019401127832300302,A,4
1063,s92,RB+,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,4,L2,49.0,no,3.0,2.0,4.0,2.0,no,no,0.04642969926760898,C,4
1064,s93,RB+,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,3,L2,66.0,yes,4.0,2.0,4.0,1.0,yes,no,0.021526666666369376,A,4
1065,s93,RB+,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,3,L2,66.0,yes,4.0,2.0,4.0,1.0,yes,no,0.07715333333331048,C,4
1066,s94,RB+,Unsyncopated_study2,A,28.0,feminino,right,Master degree,2,L2,80.0,no,3.0,2.0,5.0,2.0,no,no,0.0025732793501153095,A,4
1067,s94,RB+,Unsyncopated_study2,A,28.0,feminino,right,Master degree,2,L2,80.0,no,3.0,2.0,5.0,2.0,no,no,0.005151228071078484,C,4
1068,s95,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,3,L2,40.0,yes,4.0,3.0,4.0,3.0,yes,no,-0.015735897436854662,A,4
1069,s95,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,3,L2,40.0,yes,4.0,3.0,4.0,3.0,yes,no,0.04188632479134591,C,4
1070,s96,RB+,Unsyncopated_study2,A,27.0,masculino,right,Master degree,4,L2,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,-0.08926428570362155,A,4
1071,s96,RB+,Unsyncopated_study2,A,27.0,masculino,right,Master degree,4,L2,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,-0.013885714283899286,C,4
1072,s98,RB+,Unsyncopated_study2,B,20.0,feminino,right,Bachelor degree,2,L2,75.0,yes,3.0,2.0,4.0,6.0,no,no,0.07976249999546692,A,4
1073,s98,RB+,Unsyncopated_study2,B,20.0,feminino,right,Bachelor degree,2,L2,75.0,yes,3.0,2.0,4.0,6.0,no,no,0.13977499999106957,C,4
